,url,name,sku,price,size,brand,description,images
517,https://us.shein.com/SHEIN-EZwear-High-Waist-Slant-Pocket-Contrast-Binding-Suedette-Wrap-Skirt-p-3179786-cat-1732.html?mallCode=1,SHEIN EZwear High Waist Slant Pocket Contrast Binding Suedette Wrap Skirt, SKU: sw2107194111611221,$9.00,"XS(2),S(4),M(6),L(8/10)",SHEIN EZwear,"[{'Color': 'Khaki'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Details': 'Zipper'}, {'Waist Line': 'High Waist'}, {'Length': 'Long'}, {'Type': 'Slit'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Suedette'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Unlined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/08/20/16294374338eaef2c869220254805ed5c77ffeeaa6_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/08/20/1629437429e9fcce7b60c8cd2fea5747385b88f80f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/08/20/16294374317404f213732afd06f0bdcf1f959b20a0_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/08/20/16294374338eaef2c869220254805ed5c77ffeeaa6_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/08/20/1629437434095ead5cd427298f6d30f1f2197dd078_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/08/20/1629437436f5d48c6d75bb30769d0bef52b345311e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/08/20/16294374338eaef2c869220254805ed5c77ffeeaa6_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/08/20/1629437429e9fcce7b60c8cd2fea5747385b88f80f_thumbnail_600x.webp']"
518,https://us.shein.com/SHEIN-VCAY-Allover-Floral-Print-Paper-Bag-Waist-Wide-Leg-Pants-p-12902531-cat-1740.html?mallCode=1,SHEIN VCAY Allover Floral Print Paper Bag Waist Wide Leg Pants, SKU: sw2211262291042282,$9.49,"XS(2),S(4),M(6),L(8/10),XL(12),1XL-4XL",SHEIN VCAY,"[{'Color': 'Multicolor'}, {'Style': 'Boho'}, {'Pattern Type': 'Floral, All Over Print'}, {'Type': 'Wide Leg'}, {'Closure Type': 'Elastic Waist'}, {'Details': 'Paperbag Waist'}, {'Waist Line': 'High Waist'}, {'Length': 'Long'}, {'Fit Type': 'Loose'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Body': 'Unlined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/16752169035eabdf556bcb543f741d08556b4ae516_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/167521689854623cf869a5a15b69849e4b3b6ef6c8_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/167521689657cbd36b626bb3e504fb930b4234d6db_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/16752168931625a03773e68e8dc2cabcdd169de1e7_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/1675216901de0bab18c7133435e2c8ae3d2b368d79_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/16752169035eabdf556bcb543f741d08556b4ae516_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/16752169053023340fb7aa0c584034f9458cd05f58_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/1675216907963dc4900f9b616cfaa37d6dbfe8cd40_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/16752169035eabdf556bcb543f741d08556b4ae516_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/01/167521689854623cf869a5a15b69849e4b3b6ef6c8_thumbnail_600x.webp']"
519,https://us.shein.com/2pcs-Gingham-Pattern-Face-Covering-p-12993176-cat-2397.html?mallCode=1,2pcs Gingham Pattern Face Covering, SKU: sc2302071283255552,$2.10,one-size,YHOLF Apparel Accessories,"[{'Color': 'Black and White'}, {'Material': 'Polyester'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Pattern Type': 'Plaid'}, {'Composition': '100% Polyester'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757536313e88dc0830fd95fcb1d29213d6b4321a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757536195ca7b3e4063f90e4ad4f6434900dd379_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757536214d0fbd646bd89521db813d9a09c520da_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675753622fe1d1a92e0e8599cec24d1604c0b6c89_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757536246281f1141d57c5529b4f7220b8edd1ed_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675753626cf61601b64867fdbaf2e6b1c7a2bde32_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757536305bb4e84badd7c80e5ebec3cde9b7e53a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757536313e88dc0830fd95fcb1d29213d6b4321a_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757536195ca7b3e4063f90e4ad4f6434900dd379_thumbnail_600x.webp']"
522,https://us.shein.com/SHEIN-X-Belle-Mariano-Solid-Square-Neck-Tank-Top-p-12665460-cat-1779.html?mallCode=1,SHEIN X Belle Mariano Solid Square Neck Tank Top, SKU: sw2211265092559588,$10.49,"XS(2),S(4),M(6),L(8/10)",,"[{'Color': 'White'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Details': 'Asymmetrical'}, {'Length': 'Crop'}, {'Type': 'Tank'}, {'Neckline': 'Square Neck'}, {'Hem Shaped': 'Asymmetrical'}, {'Fit Type': 'Slim Fit'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Woven Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Hand wash or professional dry clean'}, {'Sheer': 'Semi-Sheer'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675739217a2f07efa2cab35d629924aef4b58d1ee_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/03/1672731528548b8e06a2d17a93295ae4f1652205e1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/03/16727315301a8d1aeb3be9d43945816d4154f02507_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/03/1672731532d0ee8f681c8171f1b39949bbbf81b93f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/03/1672731534c111656da16dd632fac3f1142312620d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/03/167273153691eaf15ce00f1853897eeee649daa9de_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/03/167273153809e73ae4c570f0c9a0fe9dd0027146e1_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/03/1672731540700ff29bb265229ab4d12567e0cf4458_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675739217a2f07efa2cab35d629924aef4b58d1ee_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/03/1672731528548b8e06a2d17a93295ae4f1652205e1_thumbnail_600x.webp']"
523,https://us.shein.com/SHEIN-Leaf-Print-Split-Thigh-Draped-Skirt-p-10358735-cat-1732.html?mallCode=1,SHEIN Leaf Print Split Thigh Draped Skirt, SKU: sw2202212877138389,$11.50,"XS(2),S(4),M(6),L(8/10)",,"[{'Color': 'Red and White'}, {'Style': 'Boho'}, {'Pattern Type': 'Plants, All Over Print'}, {'Details': 'Asymmetrical, Draped, Split Thigh'}, {'Waist Line': 'High Waist'}, {'Length': 'Long'}, {'Type': 'Slit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash, do not dry clean,wash with the soft detergent'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/04/21/16505362118f11bb30881d0ab7d65854dafe1774d7_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/04/21/16505362118f11bb30881d0ab7d65854dafe1774d7_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/04/21/1650536215edd35f40eb74649b94763070480c2266_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/04/21/1650536218ed14ed5f77d9c04ff338052a1eccf091_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/04/21/165053622050718f3f7335500713e8583d97567a64_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/04/21/1650536222fe98241c0def4488e9ec3a04a3d8069f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/04/21/16505362118f11bb30881d0ab7d65854dafe1774d7_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/04/21/16505362118f11bb30881d0ab7d65854dafe1774d7_thumbnail_600x.webp']"
524,https://us.shein.com/ROMWE-Heart-Geo-Print-Skirt-p-12213286-cat-1732.html?mallCode=1,ROMWE Heart & Geo Print Skirt, SKU: rw2112200322733765,$5.00,"S(4),M(6),L(8/10)",ROMWE,"[{'Color': 'Multicolor'}, {'Style': 'Sexy'}, {'Pattern Type': 'Geometric, Heart'}, {'Details': 'Zipper'}, {'Waist Line': 'High Waist'}, {'Length': 'Mini'}, {'Type': 'Bodycon'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Hand wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/27/16405832288d72c2702b6132f39b16a3dfb91afb4c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/27/164058311666338250ee06408483c3f03e8fed4d77_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/27/16405831453c832fef1d6c70203add8c39187c55a7_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/27/1640583187e8bec6122e81a4c60e84240abe0f9778_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/27/1640583205500c786df8567e9dbeac4d91092b7687_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/27/16405832288d72c2702b6132f39b16a3dfb91afb4c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/27/16405832288d72c2702b6132f39b16a3dfb91afb4c_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/12/27/164058311666338250ee06408483c3f03e8fed4d77_thumbnail_600x.webp']"
525,https://us.shein.com/Floral-Letter-Graphic-Thermal-Lined-Sweatshirt-p-12482072-cat-1773.html?mallCode=1,Floral & Letter Graphic Thermal Lined Sweatshirt, SKU: sw2212084607501223,$9.49,"S(4),M(6),L(8/10),XL(12)",,"[{'Color': 'Khaki'}, {'Style': 'Casual'}, {'Pattern Type': 'Floral, Letter'}, {'Type': 'Pullovers'}, {'Neckline': 'Round Neck'}, {'Sleeve Length': 'Long Sleeve'}, {'Sleeve Type': 'Drop Shoulder'}, {'Length': 'Regular'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Slight Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Lined For Added Warmth': 'Yes'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/14/16709824456ed329d95e8c92c52e95eb3f22dd65cd_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/14/16709824456ed329d95e8c92c52e95eb3f22dd65cd_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/26/1661499816ed949b4b7697764502fa7bc04f5397d9_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/09/1670549200f699509645c13122747145fc8676f0af_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/26/166149981737cdb403809e2945e3063a35aa3ab283_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/14/16709824456ed329d95e8c92c52e95eb3f22dd65cd_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/12/14/16709824456ed329d95e8c92c52e95eb3f22dd65cd_thumbnail_600x.webp']"
526,https://us.shein.com/High-Waist-Ruched-Leggings-p-12739499-cat-1871.html?mallCode=1,High Waist Ruched Leggings, SKU: sw2211151442632402,$8.00,"XS(2),S(4),M(6),L(8/10)",,"[{'Color': 'Black'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Waist Line': 'High Waist'}, {'Details': 'Ruched'}, {'Length': 'Long'}, {'Type': 'Regular'}, {'Fabric': 'High Stretch'}, {'Material': 'Fabric'}, {'Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Body': 'Unlined'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673429088ed74e31b18cf5d586721f99b1eae61bf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/16734290732ea0340a9115bf9d47918378769f6569_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673429076a0a886717c29120d0d62f981d63e6130_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673429079237c55449e14e7c022081cb4b90a4afe_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/167342908115c5b9c2c7bbd5c1cc402fb824d6c5eb_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673429084744bd00118fea766637e1f292886ba2d_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673429088ed74e31b18cf5d586721f99b1eae61bf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673429088ed74e31b18cf5d586721f99b1eae61bf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/16734290732ea0340a9115bf9d47918378769f6569_thumbnail_600x.webp']"
527,https://us.shein.com/2pcs-Camo-Print-Face-Covering-p-13004009-cat-2397.html?mallCode=1,2pcs Camo Print Face Covering, SKU: sc2302078296849949,$2.10,one-size,YHOLF Apparel Accessories,"[{'Color': 'Multicolor'}, {'Material': 'Polyester'}, {'Care Instructions': 'Hand wash,do not dry clean'}, {'Pattern Type': 'All Over Print'}, {'Composition': '100% Polyester'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757670402e64d059f111a566de851954baa3cba6_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675767035a3f9438cd3686ef0dd8f2a831b781b72_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757670370a74841450ff463ec2a779ca74b3142e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675767038b50402652c75555730f109a4bbf09b6e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/167576703906e4da51c81aa3e0cd3787ca3ed26401_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/16757670402e64d059f111a566de851954baa3cba6_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/02/07/1675767035a3f9438cd3686ef0dd8f2a831b781b72_thumbnail_600x.webp']"
529,https://us.shein.com/SHEIN-X-Manic-Pop-Button-Front-Flap-Pocket-Skirt-p-11235389-cat-1732.html?mallCode=1,SHEIN X Manic Pop Button Front Flap Pocket Skirt, SKU: sw2203316556582837,$9.00,"XS(2),S(4),M(6),L(8/10)",SHEIN X Manic Pop,"[{'Color': 'Apricot'}, {'Style': 'Casual'}, {'Pattern Type': 'Colorblock'}, {'Details': 'Pocket, Zipper, Contrast Binding, Button Front'}, {'Waist Line': 'High Waist'}, {'Length': 'Short'}, {'Type': 'Straight'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '81% Viscose, 19% Linen'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}, {'Lining': '100% Polyester'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/10/166011013853fbb8c9aafa091f6b63e3234f35b672_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/10/166011013001e2eb332276bb385962fce623826efa_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/10/166011013368b55bd7beb1726d89389a40b378303f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/10/16601101350182495e695eab45fc7f1160cf1a23ab_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/10/1660110137ad6d8dd1e2d6b0dc7edefd4277256f10_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/10/166011013853fbb8c9aafa091f6b63e3234f35b672_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/10/166011013853fbb8c9aafa091f6b63e3234f35b672_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2022/08/10/166011013001e2eb332276bb385962fce623826efa_thumbnail_600x.webp']"
531,https://us.shein.com/One-Shoulder-Cut-Waist-Puff-Sleeve-Dress-p-12736877-cat-1727.html?mallCode=1,One Shoulder Cut Waist Puff Sleeve Dress, SKU: sw2211306987920072,$12.49,"S(4),M(6),L(8/10)",,"[{'Color': 'Hot Pink'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Details': 'Cut Out, Drawstring, Knot'}, {'Type': 'Fitted'}, {'Neckline': 'One Shoulder'}, {'Sleeve Length': 'Short Sleeve'}, {'Sleeve Type': 'Puff Sleeve'}, {'Waist Line': 'Natural'}, {'Hem Shaped': 'Straight'}, {'Length': 'Short'}, {'Fit Type': 'Regular Fit'}, {'Fabric': 'Non-Stretch'}, {'Material': 'Fabric'}, {'Composition': '100% Polyester'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Belt': 'No'}, {'Sheer': 'No'}, {'Lining': '100% Polyester'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673401217a96d0d1848adb86cc6785d6fd1267f59_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673401223b4b942e3727f1c011cd1c042a205f654_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/16734012159313eaf8a79b1aebbe22838529bceb69_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673401213e9e84ab645c5a66bb25e1a4f91b38e55_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673401217a96d0d1848adb86cc6785d6fd1267f59_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/167340121964de29429aeaa506fd8b551b55e94346_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/167340122189b1d01f2e49bedd80e7ca780416dd1b_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673401217a96d0d1848adb86cc6785d6fd1267f59_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2023/01/11/1673401223b4b942e3727f1c011cd1c042a205f654_thumbnail_600x.webp']"
532,https://us.shein.com/Solid-Biker-Shorts-p-2865829-cat-1871.html?mallCode=1,Solid Biker Shorts, SKU: swleg25210609668,$4.75,"XS(2),S(4),M(6),L(8/10)",,"[{'Color': 'Dark Grey'}, {'Style': 'Casual'}, {'Pattern Type': 'Plain'}, {'Waist Line': 'High Waist'}, {'Length': 'Short'}, {'Type': 'Biker Shorts'}, {'Fabric': 'High Stretch'}, {'Pants Material': 'Fabric'}, {'Pants Composition': '95% Polyester, 5% Elastane'}, {'Care Instructions': 'Machine wash or professional dry clean'}, {'Sheer': 'No'}]","['https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/05/162546564551856fec6b2de01a505f38f43ae1edaf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/05/16254656428c6089eab4c2228a24556e65fd8c68c7_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/05/1625465644b7f764157631008122e82bdb7ccd3c4e_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/05/162546564551856fec6b2de01a505f38f43ae1edaf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/05/162546564764afddbae6dae9c85ac89b8900f626b6_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/05/16254656488c8b3250aee7c3f230c534b1967c782f_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/05/162546564551856fec6b2de01a505f38f43ae1edaf_thumbnail_600x.webp', 'https://storage.yandexcloud.net/clothes-and-wildberries/clothes-parsing-dataset/shein/2021/07/05/16254656428c6089eab4c2228a24556e65fd8c68c7_thumbnail_600x.webp']"
